PRON,VERB,ADP,DET,NOUN,ADV,SCONJ,PRON,VERB,PRON,PROPN,ADP,PROPN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADJ,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,PART,VERB,DET,NOUN,PART,AUX,NOUN,CCONJ,NOUN,SCONJ,PRON,AUX,ADP,DET,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,ADP,NOUN,CCONJ,PRON,AUX,VERB,ADJ,NOUN,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,NOUN,SCONJ,PRON,AUX,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,SCONJ,DET,NOUN,CCONJ,NOUN,NOUN,AUX,VERB,PUNCT,CCONJ,AUX,PRON,VERB,PRON,NOUN,ADP,PROPN,PUNCT,ADV,PUNCT,PRON,AUX,VERB,PART,VERB,PRON,DET,NOUN,ADP,PROPN,AUX,NOUN,CCONJ,DET,NOUN,ADP,NOUN,PRON,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,
AUX,PRON,AUX,ADJ,SCONJ,PRON,PART,VERB,PRON,DET,NOUN,ADP,PROPN,ADV,PRON,VERB,SCONJ,DET,NOUN,AUX,VERB,PUNCT,PRON,AUX,AUX,ADJ,SCONJ,PRON,AUX,VERB,PRON,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADJ,PART,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,CCONJ,NOUN,VERB,PUNCT,SCONJ,DET,NOUN,AUX,ADV,ADP,PRON,ADJ,CCONJ,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,SCONJ,AUX,PRON,PUNCT,SCONJ,AUX,PRON,VERB,ADP,ADP,PRON,NOUN,NOUN,PUNCT,AUX,PRON,VERB,PRON,NOUN,NOUN,PUNCT,SCONJ,PRON,VERB,PUNCT,PRON,VERB,DET,ADJ,NOUN,ADP,ADJ,NOUN,ADV,PRON,AUX,VERB,PART,VERB,PRON,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,ADP,DET,NOUN,NOUN,ADP,NOUN,ADP,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,PRON,AUX,ADV,ADJ,SCONJ,PRON,AUX,PART,VERB,PRON,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,ADJ,PART,VERB,NOUN,ADP,NOUN,CCONJ,DET,NOUN,NOUN,PUNCT,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,ADV,VERB,DET,NOUN,NOUN,PUNCT,PRON,AUX,VERB,DET,NOUN,ADP,VERB,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,NUM,ADJ,NOUN,PUNCT,ADP,PRON,PUNCT,PRON,AUX,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADP,DET,NOUN,ADP,DET,NOUN,NOUN,CCONJ,VERB,ADP,DET,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,SCONJ,PRON,AUX,PRON,PROPN,PART,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,SCONJ,PRON,AUX,ADJ,ADP,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,NOUN,ADP,NOUN,CCONJ,PRON,VERB,PART,VERB,DET,NOUN,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,ADJ,NOUN,SCONJ,PRON,VERB,PART,VERB,ADP,NOUN,ADP,NOUN,ADP,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,VERB,PRON,NOUN,PUNCT,PRON,VERB,PROPN,PROPN,VERB,ADP,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,PRON,CCONJ,VERB,VERB,PRON,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,ADP,DET,NOUN,CCONJ,PRON,VERB,PRON,AUX,DET,ADJ,NOUN,PRON,PRON,ADV,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADV,PUNCT,DET,NOUN,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADJ,NOUN,ADP,DET,NOUN,CCONJ,PRON,AUX,VERB,ADP,DET,ADJ,NOUN,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,ADV,ADJ,NOUN,ADP,DET,NOUN,SCONJ,PRON,AUX,VERB,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUX,PRON,VERB,PRON,PRON,PRON,ADJ,NOUN,AUX,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADP,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,DET,NOUN,NOUN,PUNCT,PROPN,PROPN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,PART,VERB,SCONJ,PRON,AUX,VERB,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,AUX,DET,NOUN,PRON,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,ADV,VERB,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,ADP,DET,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,DET,NOUN,ADP,PROPN,PROPN,AUX,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,ADV,ADJ,PUNCT,CCONJ,PRON,AUX,PART,VERB,PART,AUX,ADP,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,ADV,ADJ,PART,VERB,ADV,PUNCT,SCONJ,PRON,VERB,DET,NOUN,ADP,NOUN,PRON,AUX,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,VERB,PRON,AUX,VERB,PROPN,CCONJ,PROPN,PUNCT,SCONJ,NOUN,AUX,DET,ADJ,NOUN,PRON,AUX,VERB,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,AUX,DET,ADV,ADJ,NOUN,PUNCT,CCONJ,AUX,PART,ADV,ADJ,PART,VERB,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,DET,NOUN,PRON,PRON,AUX,VERB,PART,VERB,PUNCT,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,ADP,NOUN,AUX,PRON,VERB,PUNCT,SCONJ,ADV,AUX,PRON,VERB,ADP,DET,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,DET,NOUN,PRON,AUX,VERB,AUX,ADJ,ADP,PRON,PUNCT,CCONJ,VERB,PRON,AUX,VERB,PRON,NOUN,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,DET,NOUN,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,PRON,VERB,DET,NOUN,CCONJ,NOUN,PUNCT,DET,NOUN,VERB,DET,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,AUX,PART,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,ADP,ADJ,DET,NOUN,PRON,AUX,ADV,ADJ,SCONJ,PRON,VERB,PART,VERB,DET,NOUN,PRON,VERB,CCONJ,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PRON,AUX,AUX,DET,NOUN,PART,VERB,PRON,PUNCT,SCONJ,PRON,AUX,AUX,PART,VERB,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,AUX,DET,NOUN,PRON,AUX,VERB,ADJ,ADP,DET,NOUN,PUNCT,CCONJ,ADV,VERB,PRON,PRON,AUX,PART,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,PRON,AUX,DET,NOUN,CCONJ,DET,NOUN,PRON,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,DET,NOUN,ADV,VERB,PART,VERB,NOUN,CCONJ,NOUN,PRON,VERB,ADP,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,DET,NOUN,ADP,NOUN,PUNCT,SCONJ,PRON,AUX,PART,VERB,PRON,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,SCONJ,PRON,AUX,VERB,AUX,ADV,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,ADP,PROPN,DET,DET,NOUN,VERB,NOUN,ADP,NOUN,PRON,AUX,PART,VERB,PRON,VERB,ADJ,ADP,DET,NOUN,CCONJ,NOUN,SCONJ,PRON,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,ADV,ADJ,NOUN,PUNCT,PRON,VERB,PRON,VERB,PART,VERB,ADV,CCONJ,PRON,AUX,PART,VERB,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,VERB,DET,NOUN,PUNCT,PRON,VERB,SCONJ,PRON,AUX,VERB,VERB,ADJ,ADP,DET,NOUN,PUNCT,CCONJ,ADV,AUX,VERB,ADV,PRON,AUX,PART,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PRON,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,PART,VERB,SCONJ,PRON,AUX,VERB,DET,NUM,NOUN,NOUN,ADP,DET,PROPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,DET,NOUN,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,PRON,NOUN,ADP,PROPN,PUNCT,CCONJ,PRON,AUX,VERB,PART,VERB,ADV,ADP,PROPN,ADP,ADJ,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,SCONJ,PRON,AUX,VERB,ADP,PROPN,PUNCT,CCONJ,VERB,ADV,ADP,DET,NOUN,ADP,PROPN,PUNCT,PRON,AUX,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,VERB,ADP,NOUN,PART,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,DET,NOUN,ADP,PART,VERB,VERB,ADP,DET,NOUN,PUNCT,SCONJ,PRON,AUX,VERB,PART,VERB,PRON,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,PRON,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,NOUN,PUNCT,CCONJ,PRON,AUX,PART,DET,ADJ,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,PART,VERB,SCONJ,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,SCONJ,PRON,VERB,DET,NOUN,PRON,AUX,VERB,PRON,DET,NOUN,ADP,DET,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,PART,VERB,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADJ,NOUN,NOUN,NOUN,AUX,VERB,ADJ,NOUN,ADP,DET,ADJ,NUM,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,PRON,AUX,VERB,DET,NOUN,ADP,DET,ADJ,NOUN,PUNCT,CCONJ,PRON,AUX,ADV,ADJ,ADP,PRON,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUX,PRON,VERB,PRON,SCONJ,SCONJ,ADJ,NOUN,PRON,AUX,VERB,PRON,ADP,PRON,CCONJ,PRON,AUX,DET,NOUN,ADP,ADP,DET,PROPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,PRON,VERB,DET,NOUN,CCONJ,NOUN,VERB,PUNCT,DET,NOUN,VERB,DET,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,DET,NOUN,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PRON,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,CCONJ,NOUN,VERB,PUNCT,SCONJ,DET,NOUN,AUX,ADV,ADP,PRON,ADJ,CCONJ,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,PART,VERB,ADP,PRON,PUNCT,AUX,PART,VERB,PRON,SCONJ,ADJ,NOUN,NOUN,PUNCT,VERB,PRON,AUX,ADJ,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,ADP,PRON,NOUN,ADP,DET,NOUN,NOUN,PRON,PRON,VERB,VERB,ADP,ADJ,NOUN,PUNCT,PRON,AUX,VERB,PRON,AUX,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,DET,NOUN,ADP,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,DET,NOUN,ADV,VERB,PRON,VERB,PART,VERB,ADP,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,NOUN,ADP,NOUN,NOUN,CCONJ,NOUN,PRON,AUX,VERB,ADP,DET,NOUN,ADP,NOUN,PUNCT,CCONJ,DET,NOUN,ADP,PRON,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,PUNCT,PRON,VERB,PART,VERB,NOUN,PRON,VERB,DET,NOUN,CCONJ,AUX,PART,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,PRON,AUX,PART,VERB,DET,NOUN,PART,VERB,PUNCT,ADV,PRON,VERB,DET,NOUN,PART,VERB,ADJ,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADJ,SCONJ,PRON,VERB,DET,ADJ,NOUN,ADP,ADV,ADJ,ADJ,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,NOUN,PRON,AUX,VERB,DET,NOUN,ADP,NOUN,ADP,NOUN,PRON,AUX,PART,VERB,DET,NOUN,PUNCT,CCONJ,VERB,NOUN,NOUN,ADJ,ADP,SCONJ,PRON,AUX,AUX,DET,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,NOUN,ADJ,PUNCT,CCONJ,PRON,AUX,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,ADP,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PRON,ADV,ADV,ADP,PRON,NOUN,ADP,NOUN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,AUX,DET,NOUN,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,PART,VERB,ADP,PROPN,PUNCT,SCONJ,PRON,AUX,DET,ADJ,NOUN,PRON,PRON,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,SCONJ,PRON,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,ADP,ADP,PRON,NOUN,PUNCT,NUM,NOUN,PUNCT,PUNCT,PRON,VERB,NOUN,AUX,AUX,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,ADP,DET,NOUN,NOUN,PUNCT,PRON,VERB,NOUN,CCONJ,NOUN,ADP,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,VERB,NOUN,ADV,ADV,PUNCT,PRON,ADV,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,ADP,PRON,PUNCT,PRON,AUX,VERB,SCONJ,PRON,AUX,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,ADV,AUX,AUX,VERB,ADP,DET,NOUN,NOUN,PUNCT,SCONJ,PRON,AUX,ADV,ADJ,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,AUX,PRON,INTJ,VERB,PRON,PRON,NOUN,ADP,NOUN,CCONJ,SCONJ,ADJ,NOUN,PRON,AUX,VERB,CCONJ,AUX,PRON,VERB,PART,VERB,NOUN,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADJ,PART,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,ADP,DET,NOUN,AUX,PART,VERB,NOUN,CCONJ,DET,NOUN,PRON,AUX,AUX,VERB,ADP,DET,NOUN,ADP,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,NOUN,PUNCT,NOUN,PUNCT,NOUN,PUNCT,PROPN,PUNCT,PROPN,CCONJ,NOUN,NOUN,AUX,DET,ADV,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,DET,NOUN,PRON,ADJ,NOUN,CCONJ,ADJ,NOUN,AUX,ADV,ADJ,ADP,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADV,SCONJ,PRON,VERB,PUNCT,ADJ,NOUN,AUX,ADV,ADJ,ADP,DET,ADJ,NOUN,PART,ADJ,NOUN,ADP,PROPN,PUNCT,ADV,ADV,ADP,PRON,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,DET,ADJ,NOUN,PART,VERB,SCONJ,PRON,VERB,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,VERB,PUNCT,VERB,NOUN,AUX,DET,ADJ,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,NOUN,VERB,ADJ,ADJ,NOUN,PART,VERB,CCONJ,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,ADP,NOUN,PUNCT,PRON,VERB,DET,NOUN,ADP,NOUN,ADJ,ADP,NOUN,NOUN,PUNCT,NOUN,NOUN,PUNCT,CCONJ,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,ADV,DET,NOUN,CCONJ,PRON,AUX,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
