ADP,DET,ADJ,NOUN,PUNCT,ADJ,ADJ,NOUN,AUX,VERB,CCONJ,PRON,ADV,VERB,CCONJ,VERB,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADV,ADJ,NOUN,AUX,DET,NOUN,NOUN,PUNCT,PRON,AUX,VERB,ADP,DET,ADJ,NOUN,PART,NOUN,ADP,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,NOUN,ADP,PRON,NOUN,ADP,DET,NOUN,NOUN,NOUN,CCONJ,PART,ADV,ADP,VERB,PRON,ADP,DET,NOUN,ADP,NOUN,CCONJ,VERB,PRON,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,VERB,PRON,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,NOUN,PRON,AUX,PUNCT,PRON,VERB,ADV,ADV,ADJ,NOUN,PUNCT,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,ADP,DET,NOUN,ADP,ADV,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,VERB,PART,VERB,ADP,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,ADP,DET,NOUN,PUNCT,PRON,VERB,ADV,ADJ,ADJ,NOUN,PRON,AUX,VERB,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,PRON,AUX,VERB,ADP,DET,PROPN,CCONJ,VERB,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,ADV,ADJ,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADV,VERB,ADP,DET,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,NOUN,AUX,VERB,ADV,CCONJ,NOUN,AUX,VERB,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,VERB,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,VERB,PRON,NOUN,ADP,NOUN,CCONJ,VERB,PRON,VERB,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,DET,NOUN,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,PUNCT,PROPN,PROPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,NUM,PUNCT,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,ADP,DET,ADJ,NOUN,ADJ,NOUN,SCONJ,PRON,AUX,ADP,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADJ,ADP,PRON,NOUN,AUX,ADV,ADJ,ADP,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,PART,VERB,DET,NOUN,NOUN,SCONJ,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,NOUN,VERB,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADP,NUM,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,NOUN,NOUN,AUX,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,DET,ADJ,NOUN,AUX,DET,NOUN,AUX,PART,PROPN,PROPN,CCONJ,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,VERB,PRON,AUX,VERB,PUNCT,PRON,ADJ,NOUN,ADP,PUNCT,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PART,AUX,ADV,PUNCT,PRON,AUX,VERB,PRON,AUX,VERB,DET,NOUN,ADV,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,VERB,PRON,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADP,VERB,ADP,PRON,VERB,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PRON,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PROPN,AUX,PART,ADV,ADJ,ADP,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PROPN,AUX,ADV,ADJ,CCONJ,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,ADP,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,ADJ,PUNCT,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,AUX,NUM,ADP,PRON,ADJ,NOUN,ADV,ADP,NUM,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,ADP,PROPN,PUNCT,PRON,PRON,AUX,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,AUX,PROPN,PART,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,AUX,AUX,VERB,DET,ADJ,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,VERB,ADV,ADJ,ADP,PRON,ADJ,NOUN,CCONJ,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,VERB,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,PROPN,ADP,PRON,AUX,VERB,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,PRON,AUX,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,ADV,PUNCT,PRON,VERB,PROPN,AUX,PART,VERB,PRON,PART,VERB,ADJ,NOUN,PRON,ADP,PRON,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PROPN,SCONJ,PRON,AUX,PART,VERB,DET,ADJ,NOUN,PART,VERB,ADP,PRON,SCONJ,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,ADV,VERB,PART,PART,VERB,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,ADP,NUM,NOUN,NOUN,PUNCT,PRON,NOUN,VERB,PART,VERB,PRON,NOUN,PUNCT,CCONJ,PRON,VERB,PART,VERB,ADP,PROPN,CCONJ,VERB,PRON,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PROPN,ADV,ADJ,CCONJ,PRON,AUX,VERB,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,PROPN,CCONJ,PROPN,AUX,ADV,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PROPN,ADV,VERB,PRON,PRON,PRON,ADV,VERB,CCONJ,PRON,PRON,ADV,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,VERB,ADV,ADJ,ADP,PRON,CCONJ,PRON,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PROPN,CCONJ,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,PRON,ADJ,NOUN,ADP,DET,ADJ,NOUN,PRON,VERB,ADP,PRON,NOUN,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,ADP,PRON,NOUN,PUNCT,PRON,VERB,PROPN,PROPN,CCONJ,PROPN,PROPN,PUNCT,CCONJ,ADV,PUNCT,PRON,AUX,VERB,ADP,DET,ADJ,NOUN,PRON,PRON,ADV,AUX,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,DET,NOUN,AUX,VERB,PART,AUX,VERB,ADP,NUM,CCONJ,PRON,AUX,VERB,DET,DET,NOUN,ADV,PUNCT,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PART,VERB,DET,NOUN,ADJ,PUNCT,PRON,AUX,VERB,DET,NOUN,ADP,DET,NOUN,PUNCT,CCONJ,SCONJ,PRON,VERB,ADP,DET,NOUN,NOUN,PUNCT,PRON,VERB,DET,NOUN,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,DET,NOUN,NOUN,AUX,VERB,ADP,DET,NOUN,PUNCT,SCONJ,PRON,ADV,VERB,ADP,NUM,NOUN,ADP,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,SCONJ,ADJ,PRON,AUX,SCONJ,VERB,NOUN,ADP,DET,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,PART,VERB,ADP,DET,NOUN,ADV,CCONJ,PRON,VERB,ADP,VERB,DET,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADV,ADP,VERB,DET,ADJ,NOUN,ADV,ADV,ADP,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,DET,NOUN,ADP,ADJ,NOUN,CCONJ,ADP,NOUN,CCONJ,ADP,DET,NOUN,CCONJ,PRON,VERB,PRON,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,CCONJ,ADV,ADJ,NOUN,AUX,SCONJ,ADJ,NOUN,AUX,VERB,PRON,NOUN,ADJ,PUNCT,ADP,NOUN,DET,NOUN,NOUN,AUX,DET,ADJ,NOUN,PUNCT,PRON,PRON,VERB,PART,VERB,AUX,VERB,NOUN,ADP,PRON,CCONJ,VERB,PRON,ADP,PUNCT,PRON,VERB,NOUN,ADV,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,AUX,VERB,DET,NOUN,CCONJ,NOUN,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,AUX,PUNCT,PRON,AUX,VERB,ADP,NOUN,ADP,NOUN,SCONJ,PRON,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,SCONJ,PUNCT,ADJ,NOUN,VERB,DET,NOUN,ADJ,ADP,NOUN,PUNCT,PRON,AUX,VERB,ADP,VERB,ADP,DET,NOUN,ADV,VERB,SCONJ,PART,VERB,ADP,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PART,VERB,ADP,PUNCT,PRON,VERB,SCONJ,ADJ,NOUN,AUX,VERB,PRON,ADJ,NOUN,CCONJ,PRON,AUX,ADV,VERB,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,AUX,PRON,PUNCT,PRON,AUX,AUX,ADP,DET,ADJ,NOUN,PUNCT,ADP,PRON,PROPN,PUNCT,ADP,PRON,NOUN,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,DET,ADJ,NOUN,PART,VERB,ADP,VERB,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADP,PRON,NOUN,PRON,VERB,SCONJ,PRON,AUX,AUX,VERB,PROPN,PROPN,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,ADP,DET,NOUN,PUNCT,PRON,VERB,DET,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,PUNCT,SCONJ,PRON,VERB,ADP,ADV,ADV,PART,VERB,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PRON,ADV,VERB,SCONJ,DET,NOUN,VERB,ADP,NUM,PUNCT,CCONJ,ADV,PRON,VERB,ADP,ADP,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,AUX,VERB,ADP,NUM,PUNCT,PRON,VERB,PRON,AUX,VERB,NUM,NOUN,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,VERB,SCONJ,PRON,VERB,NOUN,ADJ,ADP,NOUN,PUNCT,CCONJ,PRON,VERB,PRON,NOUN,CCONJ,PRON,NOUN,VERB,PRON,SCONJ,PRON,VERB,DET,NOUN,ADP,DET,NOUN,PUNCT,NOUN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,DET,NOUN,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PART,VERB,CCONJ,VERB,PRON,NOUN,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,VERB,ADV,CCONJ,PRON,AUX,VERB,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,CCONJ,PRON,VERB,ADP,ADJ,NOUN,ADV,ADV,SCONJ,PRON,AUX,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,VERB,SCONJ,PRON,ADJ,NOUN,ADP,PUNCT,PRON,VERB,PRON,AUX,VERB,PRON,NOUN,ADV,PUNCT,CCONJ,PRON,AUX,PART,VERB,ADP,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,ADP,PRON,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,PRON,NOUN,ADV,CCONJ,PRON,AUX,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PRON,ADP,VERB,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,NOUN,CCONJ,NOUN,VERB,PRON,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,DET,NOUN,PUNCT,NOUN,VERB,PART,VERB,CCONJ,VERB,NOUN,PUNCT,VERB,DET,NOUN,CCONJ,NOUN,PUNCT,CCONJ,ADV,NOUN,AUX,VERB,ADP,DET,NOUN,CCONJ,AUX,PART,VERB,PART,VERB,DET,DET,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,CCONJ,NOUN,AUX,VERB,PRON,DET,ADJ,ADJ,NOUN,CCONJ,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,SCONJ,NOUN,VERB,PART,VERB,ADP,NUM,NOUN,ADP,PRON,PUNCT,CCONJ,ADV,PRON,AUX,VERB,NOUN,CCONJ,NOUN,PART,VERB,DET,NOUN,ADP,NOUN,PUNCT,VERB,NOUN,NOUN,CCONJ,PRON,AUX,VERB,ADV,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,ADV,AUX,VERB,ADJ,CCONJ,ADJ,NOUN,CCONJ,ADP,VERB,NOUN,CCONJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,SCONJ,DET,NOUN,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,VERB,NOUN,PART,VERB,DET,DET,ADJ,NOUN,ADP,NUM,NOUN,ADP,NUM,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,VERB,NOUN,PART,VERB,ADJ,NOUN,CCONJ,VERB,PRON,VERB,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,CCONJ,NOUN,AUX,ADV,AUX,VERB,PART,VERB,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,ADJ,NOUN,AUX,ADJ,PUNCT,CCONJ,PRON,VERB,DET,NOUN,PUNCT,DET,NOUN,VERB,DET,NOUN,PUNCT,NOUN,PUNCT,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,CCONJ,NOUN,PUNCT,PRON,AUX,VERB,ADP,PRON,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PRON,ADJ,CCONJ,PART,ADJ,PART,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,CCONJ,NOUN,AUX,VERB,PRON,DET,NOUN,ADP,ADJ,NOUN,ADP,PRON,ADJ,NOUN,PUNCT,VERB,PRON,ADJ,PART,VERB,NOUN,CCONJ,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,PART,VERB,ADP,DET,NOUN,PRON,VERB,SCONJ,PRON,VERB,PART,VERB,PRON,ADJ,NOUN,ADP,DET,PROPN,ADP,DET,PROPN,PROPN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,NOUN,PUNCT,PRON,AUX,VERB,SCONJ,PROPN,PROPN,CCONJ,PROPN,PROPN,AUX,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PRON,VERB,SCONJ,PRON,AUX,VERB,PRON,SCONJ,DET,ADJ,NOUN,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,AUX,VERB,PROPN,PROPN,PART,VERB,CCONJ,PRON,AUX,ADV,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,DET,NOUN,VERB,ADP,PRON,NOUN,AUX,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM,CCONJ,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,DET,NUM,NOUN,PUNCT,CCONJ,PRON,AUX,PART,VERB,SCONJ,PRON,AUX,NUM,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,NOUN,VERB,ADP,CCONJ,PRON,AUX,PART,ADJ,SCONJ,DET,NOUN,VERB,NUM,PUNCT,NUM,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,PRON,NOUN,PUNCT,PRON,VERB,SCONJ,NOUN,AUX,ADJ,ADP,DET,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,SCONJ,PRON,AUX,ADV,PART,VERB,DET,NOUN,PUNCT,PRON,VERB,DET,NOUN,ADJ,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,ADV,ADJ,CCONJ,ADJ,ADP,DET,NOUN,PUNCT,CCONJ,ADP,PRON,NOUN,PUNCT,PRON,VERB,DET,NOUN,ADP,NOUN,CCONJ,DET,NOUN,ADP,PRON,NOUN,NOUN,ADV,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,ADP,PRON,NOUN,PUNCT,DET,NOUN,AUX,VERB,SCONJ,PRON,AUX,AUX,VERB,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,PART,PRON,ADJ,NOUN,ADV,PUNCT,SCONJ,PRON,NOUN,VERB,PRON,AUX,AUX,PUNCT,CCONJ,PRON,AUX,VERB,DET,NOUN,ADV,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PRON,AUX,VERB,DET,NOUN,PRON,ADJ,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PUNCT,PROPN,AUX,PART,ADV,ADJ,ADP,VERB,NOUN,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM,NOUN,PRON,VERB,PRON,DET,ADJ,NOUN,ADP,PRON,NOUN,PUNCT,DET,ADJ,PRON,AUX,VERB,PRON,ADV,ADP,PRON,PUNCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
